Source sentence,Answer sentence,event1,event2,label
" causal </s></s> unrelated </s></s> National Intergroup is negotiating for the sale of its 50 % interest in National Steel to concentrate more fully on drug distribution operations . Still , Bethlehem 's core basic steel operations experienced a steep drop in operating profit to $ 58.6 million from $ 186.4 million a year ago , when the industry enjoyed strong demand and pricing . ",sale has no relation to enjoyed ,sale ,enjoyed ,NONE
" causal </s></s> unrelated </s></s> "" We anticipate that steel market conditions will exhibit a further moderate decline in the fourth quarter as the automotive sector remains weak and customers continue to adjust inventories , "" said Bethlehem Chairman Walter F. Williams . Still , Bethlehem 's core basic steel operations experienced a steep drop in operating profit to $ 58.6 million from $ 186.4 million a year ago , when the industry enjoyed strong demand and pricing . ",anticipate has no relation to drop ,anticipate ,drop ,NONE
" causal </s></s> unrelated </s></s> Wall Street analysts expect the disappointing trend to continue into the fourth quarter and through at least the first two quarters of 1990 , when the industry will increasingly see the effect of price erosion in major product lines , such as rolled sheet used for cars , appliances and construction . Ms. Applebaum had estimated third-quarter earnings of 55 cents a shhha55 cents a share , ents a share , but ssa share , but said the losses for the unusual items were larger than expected . ",expect has no relation to larger ,expect ,larger ,NONE
" causal </s></s> unrelated </s></s> However , its equity in the net income of National Steel declined to $ 6.3 million from $ 10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike . The latest period includes gains of $ 9.1 million from early retirement of debt and tax loss carry-forward . ",declined has no relation to includes ,declined ,includes ,NONE
" causal </s></s> unrelated </s></s> The company said its shipments declined as a result of a reduction in inventories by service centers , a lackluster automotive market and increasing competitive pressures in the construction market . Wall Street analysts expect the disappointing trend to continue into the fourth quarter and through at least the first two quarters of 1990 , when the industry will increasingly see the effect of price erosion in major product lines , such as rolled sheet used for cars , appliances and construction . ",said has no relation to continue ,said ,continue ,NONE
" causal </s></s> unrelated </s></s> However , in spite of the difficult industrywide environment of high cost and low volume , Bethlehem "" had pretty good earnings numbers , "" said Michelle Galanter Applebaum , an analyst with Salomon Brothers Inc. "" It does n't bode well for coming quarters , "" said John Jacobson , who follows the steel industry for AUS Consultants . ",had has no relation to said ,had ,said ,NONE
" causal </s></s> unrelated </s></s> Still , Bethlehem 's core basic steel operations experienced a steep drop in operating profit to $ 58.6 million from $ 186.4 million a year ago , when the industry enjoyed strong demand and pricing . "" We anticipate that steel market conditions will exhibit a further moderate decline in the fourth quarter as the automotive sector remains weak and customers continue to adjust inventories , "" said Bethlehem Chairman Walter F. Williams . ",drop has no relation to remains ,drop ,remains ,NONE
" causal </s></s> unrelated </s></s> The portfolio unit of the French bank group Credit Lyonnais told stock market regulators that it bought 43,000 shares of Cie . de Navigation Mixte , apparently to help fend off an unwelcome takeover bid for the company . ",bought is the cause of fend ,bought ,fend ,Cause-Effect
" causal </s></s> unrelated </s></s> Navigation Mixte 's chairman had suggested that friendly institutions were likely to buy its stock as soon as trading opened Monday . The portfolio unit of the French bank group Credit Lyonnais told stock market regulators that it bought 43,000 shares of Cie . ",trading has no relation to told ,trading ,told ,NONE
" causal </s></s> unrelated </s></s> In addition , operating results were hit by an increase in loan and real estate loss reserves . ",increase is the cause of hit ,increase ,hit ,Cause-Effect
" causal </s></s> unrelated </s></s> Those included costs associated with the potential Valley Federal Savings and Loan Association acquisition , which was terminated on Sept . 27 , 1989 . The appointment takes effect Nov . 13 . ",terminated has no relation to takes ,terminated ,takes ,NONE
" causal </s></s> unrelated </s></s> The acquisition brings together the two largest competitors to Home Shopping Network Inc., which now reaches more viewers than any other company in the video shopping industry . QVC Network Inc. said it completed its acquisition of CVN Cos . ",reaches has no relation to said ,reaches ,said ,NONE
" causal </s></s> unrelated </s></s> The Atlanta-based airline , the third largest in the U.S., attributed the increase to higher passenger traffic , new international routes and reduced service by rival Eastern Airlines , which is in bankruptcy proceedings in the wake of a strike that began last spring . ",strike is the cause of proceedings ,strike ,proceedings ,Cause-Effect
" causal </s></s> unrelated </s></s> The Atlanta-based airline , the third largest in the U.S., attributed the increase to higher passenger traffic , new international routes and reduced service by rival Eastern Airlines , which is in bankruptcy proceedings in the wake of a strike that began last spring . Delta Air Lines earnings soared 33 % to a record in the fiscal first quarter , bucking the industry trend toward declining profits . ",began has no relation to soared ,began ,soared ,NONE
