Source sentence,Answer sentence,event1,event2,label,type
" causal </s></s> unrelated </s></s> His supervision was revoked and he returned to prison in May 1984 with a new charge of indecency with a child , given a new 20 year sentence . ",sentence is the cause of returned ,sentence ,returned ,Cause-Effect,intra
" causal </s></s> unrelated </s></s> A convicted child molester who was supposedly confined to a wheelchair overpowered two prison guards today , handcuffed them , stole their weapons and walked off wearing one of their uniforms . Arcade Joseph Comeaux Jr . , 49 , is serving a life sentence for several charges – including indecency with a child – and was en route from the Estelle Unit in Huntsville , Texas , to the Stiles Unit in Beaumont , Texas , when he escaped just after 9 a . m . ",overpowered is the cause of escaped ,overpowered ,escaped ,Cause-Effect,inter
" causal </s></s> unrelated </s></s> His wife survived , but another inmate who tried to break up the attack also suffered stab wounds , and Comeaux was convicted of additional assault charges and received two additional life sentences . ",attack is the cause of suffered ,attack ,suffered ,Cause-Effect,intra
" causal </s></s> unrelated </s></s> Arcade Joseph Comeaux Jr . , 49 , is serving a life sentence for several charges – including indecency with a child – and was en route from the Estelle Unit in Huntsville , Texas , to the Stiles Unit in Beaumont , Texas , when he escaped just after 9 a . m . ",sentence is the cause of escaped ,sentence ,escaped ,Cause-Effect,intra
" causal </s></s> unrelated </s></s> In 1999 , Comeaux stabbed his wife during a visit , using his wheelchair to pin her against a wall while he stabbed her . His wife survived , but another inmate who tried to break up the attack also suffered stab wounds , and Comeaux was convicted of additional assault charges and received two additional life sentences . ",stabbed is the cause of sentences ,stabbed ,sentences ,Cause-Effect,inter
" causal </s></s> unrelated </s></s> A convicted child molester who was supposedly confined to a wheelchair overpowered two prison guards today , handcuffed them , stole their weapons and walked off wearing one of their uniforms . Lyons said that Comeaux used a wheelchair in prison – he ""claimed it was necessary for his mobility"" – and added , ""Since he fled on foot , that's obviously in question . "" ",walked is the cause of question ,walked ,question ,Cause-Effect,inter
" causal </s></s> unrelated </s></s> Arcade Joseph Comeaux Jr . , 49 , is serving a life sentence for several charges – including indecency with a child – and was en route from the Estelle Unit in Huntsville , Texas , to the Stiles Unit in Beaumont , Texas , when he escaped just after 9 a . m . Lyons said that Comeaux used a wheelchair in prison – he ""claimed it was necessary for his mobility"" – and added , ""Since he fled on foot , that's obviously in question . "" ",sentence is the cause of fled ,sentence ,fled ,Cause-Effect,inter
" causal </s></s> unrelated </s></s> Lyons said that Comeaux used a wheelchair in prison – he ""claimed it was necessary for his mobility"" – and added , ""Since he fled on foot , that's obviously in question . "" Convicted Child Molestor Arcade Joseph Comeaux Jr . On The Lam in Texas ",used is the cause of On The Lam ,used ,On The Lam ,Cause-Effect,inter
" causal </s></s> unrelated </s></s> A convicted child molester who was supposedly confined to a wheelchair overpowered two prison guards today , handcuffed them , stole their weapons and walked off wearing one of their uniforms . Convicted Child Molestor Arcade Joseph Comeaux Jr . On The Lam in Texas ",wearing is the cause of On The Lam ,wearing ,On The Lam ,Cause-Effect,inter
" causal </s></s> unrelated </s></s> He initially was imprisoned on February 1979 on three 10 - year sentences for rape of a child , aggravated rape of a child , and burglary of a building with the intent to commit theft . ",sentences is the cause of imprisoned ,sentences ,imprisoned ,Cause-Effect,intra
" causal </s></s> unrelated </s></s> He initially was imprisoned on February 1979 on three 10 - year sentences for rape of a child , aggravated rape of a child , and burglary of a building with the intent to commit theft . Described as a 6 - feet tall and weighing approximately 200 pounds , Lyons warned that Comeaux knows the area where he escaped well and could have family nearby . ",imprisoned is the cause of escaped ,imprisoned ,escaped ,Cause-Effect,inter
" causal </s></s> unrelated </s></s> He initially was imprisoned on February 1979 on three 10 - year sentences for rape of a child , aggravated rape of a child , and burglary of a building with the intent to commit theft . Arcade Joseph Comeaux Jr . , 49 , is serving a life sentence for several charges – including indecency with a child – and was en route from the Estelle Unit in Huntsville , Texas , to the Stiles Unit in Beaumont , Texas , when he escaped just after 9 a . m . ",imprisoned is the cause of escaped ,imprisoned ,escaped ,Cause-Effect,inter
" causal </s></s> unrelated </s></s> Lyons said that Comeaux used a wheelchair in prison – he ""claimed it was necessary for his mobility"" – and added , ""Since he fled on foot , that's obviously in question . "" ",fled is the cause of question ,fled ,question ,Cause-Effect,intra
" causal </s></s> unrelated </s></s> Between 1991 and 1998 , Comeaux was in and out of prison on parole violations until he finally returned to prison in June 1999 to serve a life sentence for aggravated sexual assault . ",serve is the cause of returned ,serve ,returned ,Cause-Effect,intra
" causal </s></s> unrelated </s></s> Arcade Joseph Comeaux Jr . , 49 , is serving a life sentence for several charges – including indecency with a child – and was en route from the Estelle Unit in Huntsville , Texas , to the Stiles Unit in Beaumont , Texas , when he escaped just after 9 a . m . Convicted Child Molestor Arcade Joseph Comeaux Jr . On The Lam in Texas ",sentence is the cause of On The Lam ,sentence ,On The Lam ,Cause-Effect,inter
" causal </s></s> unrelated </s></s> His wife survived , but another inmate who tried to break up the attack also suffered stab wounds , and Comeaux was convicted of additional assault charges and received two additional life sentences . ",charges is the cause of convicted ,charges ,convicted ,Cause-Effect,intra
" causal </s></s> unrelated </s></s> Convicted Child Molestor Arcade Joseph Comeaux Jr . On The Lam in Texas Lyons said that Comeaux used a wheelchair in prison – he ""claimed it was necessary for his mobility"" – and added , ""Since he fled on foot , that's obviously in question . "" ",On The Lam is the cause of question ,On The Lam ,question ,Cause-Effect,inter
" causal </s></s> unrelated </s></s> Arcade Joseph Comeaux Jr . , 49 , is serving a life sentence for several charges – including indecency with a child – and was en route from the Estelle Unit in Huntsville , Texas , to the Stiles Unit in Beaumont , Texas , when he escaped just after 9 a . m . Lyons said that Comeaux used a wheelchair in prison – he ""claimed it was necessary for his mobility"" – and added , ""Since he fled on foot , that's obviously in question . "" ",escaped is the cause of question ,escaped ,question ,Cause-Effect,inter
" causal </s></s> unrelated </s></s> A convicted child molester who was supposedly confined to a wheelchair overpowered two prison guards today , handcuffed them , stole their weapons and walked off wearing one of their uniforms . ",stole is the cause of overpowered ,stole ,overpowered ,Cause-Effect,intra
" causal </s></s> unrelated </s></s> A convicted child molester who was supposedly confined to a wheelchair overpowered two prison guards today , handcuffed them , stole their weapons and walked off wearing one of their uniforms . Arcade Joseph Comeaux Jr . , 49 , is serving a life sentence for several charges – including indecency with a child – and was en route from the Estelle Unit in Huntsville , Texas , to the Stiles Unit in Beaumont , Texas , when he escaped just after 9 a . m . ",handcuffed is the cause of escaped ,handcuffed ,escaped ,Cause-Effect,inter
" causal </s></s> unrelated </s></s> A convicted child molester who was supposedly confined to a wheelchair overpowered two prison guards today , handcuffed them , stole their weapons and walked off wearing one of their uniforms . Described as a 6 - feet tall and weighing approximately 200 pounds , Lyons warned that Comeaux knows the area where he escaped well and could have family nearby . ",wearing is the cause of escaped ,wearing ,escaped ,Cause-Effect,inter
