Source sentence,Answer sentence,Event1,Event2,labels
"This despite the fact that , at the 11th hour , Lohan bailed on rehab in a New York facility that was approved by prosecutors and a judge and flew to L . A . Lindsay Lohan has checked into rehab in Newport Beach , Calif . , and will remain there for the time being , pending an investigation of the facility she chose . ",flew have no relationship to pending ,flew ,pending ,NONE
"After facing serious questions about how 900 prohibited cell phones were smuggled into Texas prisons this year , along with drugs and weapons , the Texas Department of Criminal Justice found itself on the defensive again Tuesday while trying to find an inmate who escaped despite being shackled to a wheelchair . ",escaped is the cause of find ,escaped ,find ,Cause-Effect
"Deputy Luis Gerardo ""Jerry"" Ortiz , 35 , was shot outside a Hawaiian Gardens apartment building while investigating Jose Luis Orozco in connection with another shooting . A Norwalk jury on Tuesday ordered execution for a gang member convicted of murdering a Los Angeles County Sheriff's deputy in June 2005 . ",shot have no relationship to execution ,shot ,execution ,NONE
"Esther Williams , the swimming champion turned actress who starred in glittering and aquatic Technicolour musicals of the 1940s and 1950s , has died . Hollywood ’ s mermaid Esther Williams dies ",musicals have no relationship to dies ,musicals ,dies ,NONE
"The police source , who wished to remain anonymous , said the men drove a large 4×4 car into the store in the early hours of the morning , and grabbed jewellery and luxury watches worth an estimated €2 million . Four men rammed their car into an up - market jewellery store in central Paris today , smashing the shop window and making off with a €2 million ( R26 million ) booty , a police source said . ",drove have no relationship to rammed ,drove ,rammed ,NONE
Greek Prime Minister Calls Bank Workers' Riot Deaths 'Murder' Three people died when an Athens bank went up in flames Wednesday as tens of thousands of Greeks took to the streets to protest harsh spending cuts aimed at saving the country from bankruptcy . ,Riot is the cause of took to the streets ,Riot ,took to the streets ,Cause-Effect
"The Athens protest march marking the zenith of the general strike called for the 5th of May was attended by an approximate 200 , 000 ( 20 , 000 which is the foreign broadcast number referring to the PAME march alone ) , although because of lack of media coverage due to the media participation in the general strike no concrete estimates can be made . After the tragic death of the three workers made the round of Athens , new clashes started to spread in the Greek capital , with a large crowd gathered outside the burned bank when Marfin's boss tried to visit the site . ",march is the cause of clashes ,march ,clashes ,Cause-Effect
"A government official initially reported deaths , but an American activist who spoke to aid workers at the camp later said there were no casualties . ",deaths have no relationship to said ,deaths ,said ,NONE
"During the escape , Arcade Joseph Comeaux , Jr . allegedly produced a weapon and fired upon two correctional officers , took them hostage and forced them to drive to Baytown , Texas , where he restrained the officers in the back of the van , took their firearms and one of their uniforms . Comeaux fled on foot following his escape . ",produced is the cause of escape ,produced ,escape ,Cause-Effect
About 100 people were in the building when she began shooting . ,began have no relationship to shooting ,began ,shooting ,NONE
"CNN says Lohan's lawyer , Mark Heller , made the arrangements for Lohan to check into Morningside , but prosecutors have not approved that facility . Lindsay Lohan checks into unapproved rehab ",arrangements is the cause of checks into ,arrangements ,checks into ,Cause-Effect
"It also found true special circumstances of murder of a police officer intentionally killed while performing his duties , murder to avoid arrest , street gang murder , lying in wait . . . and that Orozco personally used a handgun to commit the murder and the attempted murder , the D . A . 's release says . ",found have no relationship to avoid ,found ,avoid ,NONE
"Comeaux escaped Monday morning as transport officers tried to move him in a TDCJ van from the Estelle prison unit in Huntsville to the Stiles Unit in Beaumont . He put on one officer's gray uniform and black boots , then stole a 12 - gauge shotgun and two semi - automatic pistols before fleeing on foot , leaving his pistol behind . ",tried is the cause of fleeing ,tried ,fleeing ,Cause-Effect
"Lopez has been charged with murder ; his two half - brothers , 17 and 22 , were also arrested . An 18 - year - old gang member has confessed to killing a pregnant mom , who died on Friday as she shielded a group of children from bullets , but insisted he ""did not mean to shoot the ladies , "" sources tell the New York Daily News . ",murder is the cause of shielded ,murder ,shielded ,Cause-Effect
"Memorial for Kimani 'Kiki' Gray , who was fatally wounded by police Saturday after allegedly pointing a gun in their direction , turned ugly as nearly 100 angry mourners clashed with cops , tossing bottles and creating a melee . Anger over the death of a Brooklyn teenager shot and killed by police fueled a riot on the streets of East Flatbush Monday — projectiles were hurled at cops , car windows were smashed and a pharmacy customer had a bottle bashed over his head . ",melee is the cause of bashed ,melee ,bashed ,Cause-Effect
"SEACOM said today ( 10 October 2011 ) that the total repair time of the current problems they experience will be around twelve days depending on weather conditions . ""Further restoration has continued throughout the weekend in cooperation with customers and partners and SEACOM will continue to actively work on securing additional capacity for all necessary services over the next day or two . "" ",experience have no relationship to capacity ,experience ,capacity ,NONE
"Indian Naval Ship Sukanya , deployed on anti - piracy patrols in the Gulf of Aden under the operational control of the Western Naval Command , thwarted a multiple - boat attack by pirates on Thursday and rescued 26 Somali crewmembers . MUST SEE : Navy pins down Somali pirates in heroic face - off ",attack have no relationship to face  off ,attack ,face  off ,NONE
"The Nov . 30 escape by Arcade Joseph Comeaux Jr . , a convicted rapist recaptured last month after eight days on the run in Baytown and Houston , has led to unprecedented fallout at the prison unit where he was housed , with the largest number of TDCJ employees ever facing termination or disciplinary action because of a single incident , said TDCJ Inspector General John Moriarty . Since Comeaux's jailbreak , all visitors and employees at the Estelle prison unit are again subject to mandatory pat - downs , Lyons said . ",escape is the cause of pat  downs ,escape ,pat  downs ,Cause-Effect
"Arson suspected in fire that destroyed Alaska's Mat - Maid dairy Only about a week after Alaska officials formally moved to dissolve the last entity to run the historic Matanuska Maid Creamery , the historic structure which once housed part of that historic business burned to the ground in Palmer . ",suspected have no relationship to moved to ,suspected ,moved to ,NONE
Three dead after fire - bomb hits bank during Greek riots ,hits is the cause of dead ,hits ,dead ,Cause-Effect
"In a surprising move nearly three weeks following the end of their season , the Sixers fired Jim O'Brien on Monday after one season as coach and replaced him with Cheeks , one of the most popular players in franchise history . But Cheeks' return to the city where he was a four - time All - Star shouldn't come as a surprise . ",replaced is the cause of surprise ,replaced ,surprise ,Cause-Effect
"The Ukrainian champion dropped Thompson again in the sixth , and referee Sam Williams gave the challenger a standing count before stopping the fight at 2 : 56 . Vitali was in his brother's corner as usual , and acted as cheerleader in the third round , urging on fans in the soccer stadium when the first chants of ""Klitschko ! Klistchko ! stirred . ",stopping have no relationship to round ,stopping ,round ,NONE
